gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
AL359697.1,26.748615395111514,2.165676481328557,0.14463817081058522,14.973063259799355,1.1012952973018664e-50,2.3910466626856633e-49,True
CENPF,3597.0463428561143,1.5294472458897213,0.10219952929690378,14.965306165417507,1.2375307796357372e-50,2.681480954122612e-49,True
APOLD1,3333.521351409537,-1.6410166447908174,0.10967290876539817,-14.96282594547687,1.2845347098792665e-50,2.781944301281311e-49,True
HPN-AS1,51.08643864410501,1.8245910521920132,0.12202862560351209,14.95215604673253,1.5078707900382966e-50,3.2640041452589306e-49,True
ADGRG2,153.4835823860402,-1.8856955628914873,0.1261602299010504,-14.946830426438428,1.6334053860528874e-50,3.532229004484264e-49,True
ALPL,1363.2466906427035,-1.6470808199609424,0.11019915560922167,-14.946401457028147,1.6439586087281852e-50,3.553285114029128e-49,True
AC000085.1,6.849553977992381,-1.9527027710470877,0.13068747668287717,-14.941774228187644,1.7622012832271954e-50,3.805078574412849e-49,True
SYNPR-AS1,24.43836336740348,2.4878412100719887,0.1666525282875784,14.928313633375714,2.1565111373349074e-50,4.6449820049146884e-49,True
SOX6,189.83781296625563,-1.897606980485189,0.12720455979791745,-14.917759107848081,2.5261548390985814e-50,5.4384790455390874e-49,True
CLDN5,1262.228500151772,-1.8730017934332546,0.1256335444836975,-14.908453002186048,2.904031062357738e-50,6.242734625950356e-49,True
FOSB,9842.184572271848,-2.6487023639852434,0.1776869350523906,-14.90656790947674,2.987172153754128e-50,6.4151253589082854e-49,True
RHPN1,2568.0114037827766,1.5563450327886343,0.10440975346879437,14.906126880701708,3.006963080787663e-50,6.4544432874638934e-49,True
AL158828.1,5.052941786285986,-2.583216354628802,0.1734013066653856,-14.897329231859032,3.4301910975338495e-50,7.348407906828051e-49,True
AC025569.1,29.180480952449347,-1.5672188012864192,0.10521446347863941,-14.895469210890337,3.5269989411954096e-50,7.548367301336154e-49,True
POTEC,42.30939544253124,5.831289636687077,0.39155587249892815,14.89261187546878,3.681037982913409e-50,7.866434189209799e-49,True
ENPP3,170.49134185974492,-1.835418534068643,0.12326874884634821,-14.889568939784178,3.852452454165535e-50,8.216614786000975e-49,True
AC092071.1,53.19590132450474,3.8716820864745927,0.2600954113798694,14.88562241807488,4.0866555198391523e-50,8.711860990897068e-49,True
AL391427.1,3.8446831021916466,-2.6973710211509663,0.18122235297690392,-14.884317397063793,4.1671777675198715e-50,8.879168644048337e-49,True
NBPF6,98.85804264228204,3.275055186670444,0.22003493799836454,14.884250730648905,4.1713333529384107e-50,8.883674764518686e-49,True
CIB3,34.504404439140814,2.2412664093635164,0.15061722643697245,14.880544957461424,4.408935728481269e-50,9.380517165030213e-49,True
