gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
FFAR3,6.412091896798631,-1.8124232376881393,0.20980556289413343,-8.63858523428512,5.691339009388865e-18,2.9273970765054136e-17,True
AC083864.5,3.450593441416732,-2.383863778757151,0.27603381627877843,-8.636129481866035,5.814960073172236e-18,2.9891326368960334e-17,True
AC093496.1,12.472311714727715,-2.959511574284942,0.34274934519250455,-8.634623569077098,5.8920739017273315e-18,3.028397706788355e-17,True
LINC02208,9.34132908966937,1.8760435099290136,0.2173200756553373,8.632628643588173,5.99578502199228e-18,3.080940732918368e-17,True
AL590666.3,7.050556260516666,1.836313149351311,0.21271994030975772,8.632538852151404,6.0004951900895e-18,3.082979784199564e-17,True
AL138885.3,4.445373768438433,1.960734064872752,0.22720967616710896,8.629623957699163,6.1554009361195075e-18,3.1598333196907034e-17,True
AP003043.1,1.3498695082444765,-2.341686821061568,0.2714482166443089,-8.62664286400521,6.317906897033409e-18,3.241252396243217e-17,True
AC128709.2,4.581516876677888,2.7934721168339984,0.3239109999437394,8.62419651484266,6.454420325895778e-18,3.3092443798244024e-17,True
DANT2,18.995663586448668,1.5018565861473732,0.17415693971856708,8.623581630306164,6.489188044666133e-18,3.3258389448116174e-17,True
KLK10,1194.3959828556046,2.006248998453849,0.23268096819391001,8.622316702678905,6.561293806577804e-18,3.3611362059340123e-17,True
LINC02048,5.012559518574987,1.6471781976109663,0.19111162957300962,8.618932303027124,6.7581293227561554e-18,3.4606886043938657e-17,True
GLDCP1,3.359578651972704,2.932661680928551,0.3403009604522595,8.617847205106468,6.822463638584364e-18,3.492771860315184e-17,True
AC073359.1,3.474613686951038,-2.2300111999050314,0.25885339937691654,-8.614958139521711,6.996715443942965e-18,3.5810978898229885e-17,True
AL138889.3,6.435101295916505,2.082453202185247,0.24180020725922843,8.612288739491015,7.161619102137427e-18,3.664596966672538e-17,True
PERCC1,5.5868684494126235,-1.55214703813731,0.1802369383906277,-8.611703305641711,7.198294329957804e-18,3.682910102324181e-17,True
AL109659.1,1.2516011812029384,-2.1124344379676545,0.245310552015999,-8.611266089482701,7.22580513925048e-18,3.696075385151513e-17,True
AP002852.1,8.407145944338343,1.6018543355979404,0.18604761304831322,8.60991608197611,7.311407820494131e-18,3.738941476203461e-17,True
AL450313.1,2.953921201975483,2.999011803351122,0.3485058399427815,8.605341603008737,7.608980861164672e-18,3.890158173758978e-17,True
AC011511.2,2.037320642844136,2.8596810149765197,0.3323964431326802,8.603223873352468,7.750758208058925e-18,3.961180855410188e-17,True
AL021331.1,2.6930450726874104,2.1382529276236455,0.24860799335704983,8.600901760035908,7.909216600985942e-18,4.040817400830661e-17,True
